./result_images/img_name_1740080848.jpg,perfume,perfume
./result_images/img_name_1740080867.jpg,perfume,perfume
./result_images/img_name_1740080904.jpg,perfume,beanie
./result_images/img_name_1740081014.jpg,perfume,perfume
./result_images/img_name_1740081245.jpg,perfume,perfume
./result_images/img_name_1740081277.jpg,box,box
./result_images/img_name_1740081301.jpg,box,box
./result_images/img_name_1740081318.jpg,box,book
./result_images/img_name_1740081348.jpg,box,box
./result_images/img_name_1740081471.jpg,box,box
./result_images/img_name_1740081591.jpg,mouse,mouse
./result_images/img_name_1740081609.jpg,mouse,mouse
./result_images/img_name_1740081639.jpg,mouse,mouse
./result_images/img_name_1740081684.jpg,mouse,mouse
./result_images/img_name_1740081731.jpg,mouse,perfume
./result_images/img_name_1740081829.jpg,beanie,perfume
./result_images/img_name_1740081848.jpg,beanie,beanie
./result_images/img_name_1740081892.jpg,beanie,beanie
./result_images/img_name_1740081922.jpg,beanie,beanie
./result_images/img_name_1740081955.jpg,beanie,perfume
./result_images/img_name_1740081971.jpg,book,perfume
./result_images/img_name_1740082022.jpg,book,book
./result_images/img_name_1740082068.jpg,book,book
./result_images/img_name_1740082084.jpg,book,perfume
./result_images/img_name_1740082112.jpg,book,book
